id,title,public_type,specific_type,current_collection,proposed_collections,music,confidence,rationale,source_path
62-eulengasse,62 Eulengasse,work,album,research,research;music,yes,high,Namlook/Inoue ambient collaboration album.,content/library/entry/work/62-eulengasse/index.md
a-little-noise-in-the-system,A Little Noise in the System,work,composition,research,research;music,yes,high,Pauline Oliveros electronic composition realized at UCSD's electronic music studio.,content/library/entry/work/a-little-noise-in-the-system/index.md
a-selection-of-improvisations,A Selection of Improvisations (1989-2017),work,album,research,research;music,yes,high,"Compilation of analog synthesizer improvisations, a musical album.",content/library/entry/work/a-selection-of-improvisations/index.md
a-thousand-plateaus,A Thousand Plateaus,work,book,research,research,no,high,Deleuze/Guattari philosophy text; no musical content described.,content/library/entry/work/a-thousand-plateaus/index.md
acrid-acme-of-p16d4,Acrid Acme (of) P16.D4,work,album,research,research;music,yes,high,"P16.D4 tape-composition and noise album, including a Merzbow collaboration.",content/library/entry/work/acrid-acme-of-p16d4/index.md
adnos,Adnos,work,album,research,research;music,yes,high,"Éliane Radigue's drone cycle for ARP 2500, a landmark electronic music work.",content/library/entry/work/adnos/index.md
after-the-heat,After the Heat,work,album,research,research;music,yes,high,Eno/Cluster (Eno Moebius Roedelius) collaborative album.,content/library/entry/work/after-the-heat/index.md
ambiant-otaku,Ambiant Otaku,work,album,research,research;music,yes,high,Tetsu Inoue ambient album.,content/library/entry/work/ambiant-otaku/index.md
an-approach-to-cybernetics,An Approach to Cybernetics,work,book,research,research,no,high,General cybernetics primer; no musical content.,content/library/entry/work/an-approach-to-cybernetics/index.md
andromeda-strain,The Andromeda Strain (Original Electronic Soundtrack),work,album,research,research;music,yes,high,"First all-synthesizer score for a feature film, a landmark in electronic film music.",content/library/entry/work/andromeda-strain/index.md
anti-oedipus,Anti-Oedipus,work,book,research,research,no,high,Deleuze/Guattari philosophy text; no musical content.,content/library/entry/work/anti-oedipus/index.md
architectural-relevance-of-cybernetics,The Architectural Relevance of Cybernetics,work,essay,research,research,no,high,Pask essay on architecture/cybernetics; no musical content.,content/library/entry/work/architectural-relevance-of-cybernetics/index.md
ask-the-ages,Ask the Ages,work,album,research,research;music,yes,high,Sonny Sharrock jazz album with Pharoah Sanders and Elvin Jones.,content/library/entry/work/ask-the-ages/index.md
autobahn,Autobahn,work,album,research,research;music,yes,high,Kraftwerk's breakthrough electronic concept album.,content/library/entry/work/autobahn/index.md
automatic-writing,Automatic Writing,work,album,research,research;music,yes,high,Robert Ashley electronic-vocal album.,content/library/entry/work/automatic-writing/index.md
bamboo-from-asia-plus,Bamboo From Asia Plus,work,album,research,research;music,yes,high,Album built around bamboo and Asian wind instruments.,content/library/entry/work/bamboo-from-asia-plus/index.md
bart,Bart,work,album,research,research;music,yes,high,Lehn/Schmickler improvised electronic duo album.,content/library/entry/work/bart/index.md
beauty-in-the-beast,Beauty in the Beast,work,album,research,research;music,yes,high,Wendy Carlos album exploring original scales and just-intonation tunings.,content/library/entry/work/beauty-in-the-beast/index.md
before-and-after-science,Before and After Science,work,album,research,research;music,yes,high,"Brian Eno album, transitional toward his ambient series.",content/library/entry/work/before-and-after-science/index.md
biofeedback-and-the-arts,Biofeedback and the Arts: Results of Early Experiments,work,book,research,research;music,yes,high,"[human-adjudicated at review checkpoint] Edited by composer David Rosenboom and closely tied to biofeedback music, but the book's own stated scope is 'creative practice' broadly, not specifically music.",content/library/entry/work/biofeedback-and-the-arts/index.md
bitches-brew,Bitches Brew,work,album,research,research;music,yes,high,Miles Davis's foundational jazz fusion album.,content/library/entry/work/bitches-brew/index.md
blue-veils-and-golden-sand,Blue Veils and Golden Sand,work,composition,research,research;music,yes,high,Delia Derbyshire BBC Radiophonic Workshop composition.,content/library/entry/work/blue-veils-and-golden-sand/index.md
bohor,Bohor,work,composition,research,research;music,yes,high,Xenakis electroacoustic composition.,content/library/entry/work/bohor/index.md
brain-of-the-firm,Brain of the Firm,work,book,research,research,no,high,Stafford Beer management-cybernetics text; no musical content.,content/library/entry/work/brain-of-the-firm/index.md
brainwave-music,Brainwave Music,work,album,research,research;music,yes,high,David Rosenboom's biofeedback-driven electronic music album.,content/library/entry/work/brainwave-music/index.md
changez-les-blockeurs,Changez les Blockeurs,work,album,research,research;music,yes,high,The New Blockaders' landmark noise album.,content/library/entry/work/changez-les-blockeurs/index.md
chemical-basis-of-morphogenesis,The Chemical Basis of Morphogenesis,work,paper,research,research,no,high,Turing's reaction-diffusion paper; no musical content.,content/library/entry/work/chemical-basis-of-morphogenesis/index.md
chicago-slow-dance,Chicago Slow Dance,work,album,research,research;music,yes,high,George Lewis live-electronics/trombone album with Richard Teitelbaum on modular Moog.,content/library/entry/work/chicago-slow-dance/index.md
city-of-light,City of Light,work,album,research,research;music,yes,high,Bill Laswell album featuring Coil and other electronic musicians.,content/library/entry/work/city-of-light/index.md
cluster-71,Cluster,work,album,research,research;music,yes,high,Cluster's debut electronic drone album.,content/library/entry/work/cluster-71/index.md
cluster-and-eno,Cluster & Eno,work,album,research,research;music,yes,high,Cluster/Eno collaborative electronic album.,content/library/entry/work/cluster-and-eno/index.md
cluster-ii,Cluster II,work,album,research,research;music,yes,high,Cluster's second electronic drone album.,content/library/entry/work/cluster-ii/index.md
computerwelt,Computerwelt,work,album,research,research;music,yes,high,Kraftwerk album on computers and information society.,content/library/entry/work/computerwelt/index.md
con,Con,work,album,research,research;music,yes,high,Conrad Schnitzler electronic album.,content/library/entry/work/con/index.md
concret-ph,Concret PH,work,composition,research,research;music,yes,high,Xenakis electroacoustic composition for the Philips Pavilion.,content/library/entry/work/concret-ph/index.md
cosmic-coincidence-control-center,Cosmic Coincidence Control Center,work,album,research,research;music,yes,high,C.C.C.C. noise/electronics debut album.,content/library/entry/work/cosmic-coincidence-control-center/index.md
cosmos-from-diode-ladder-filter,Cosmos From Diode Ladder Filter,work,album,research,research;music,yes,high,Space Machine all-analog cosmic-electronic album.,content/library/entry/work/cosmos-from-diode-ladder-filter/index.md
critical-path,Critical Path,work,book,research,research,no,high,Buckminster Fuller design-science text; no musical content.,content/library/entry/work/critical-path/index.md
cybernetics-and-management,Cybernetics and Management,work,book,research,research,no,high,Stafford Beer management-cybernetics text; no musical content.,content/library/entry/work/cybernetics-and-management/index.md
cybernetics-of-the-sacred,Cybernetics of the Sacred,work,book,research,research,no,high,Paul Ryan cybernetic media/ecology text; no musical content.,content/library/entry/work/cybernetics-of-the-sacred/index.md
cyborg,Cyborg,work,album,research,research;music,yes,high,Klaus Schulze electronic album.,content/library/entry/work/cyborg/index.md
cymatics,Cymatics,work,film,research,research,no,medium,"Documentary on vibration/wave physics making sound visible; a science film, not a musical work or practice.",content/library/entry/work/cymatics/index.md
cymatics-wave-phenomena-and-vibration,Cymatics: A Study of Wave Phenomena and Vibration,work,book,research,research,no,medium,Foundational study of vibrational physics phenomena; not music.,content/library/entry/work/cymatics-wave-phenomena-and-vibration/index.md
dart-drug,Dart Drug,work,album,research,research;music,yes,high,Derek Bailey/Jamie Muir improvised duo album.,content/library/entry/work/dart-drug/index.md
de-natura-sonorum,De Natura Sonorum,work,album,research,research;music,yes,high,Bernard Parmegiani's electroacoustic studies cycle.,content/library/entry/work/de-natura-sonorum/index.md
default-standard,Default Standard,work,album,research,research;music,yes,high,Incapacitants noise album.,content/library/entry/work/default-standard/index.md
deluxe-harmonia,Deluxe,work,album,research,research;music,yes,high,Harmonia's second electronic album.,content/library/entry/work/deluxe-harmonia/index.md
departure-from-the-northern-wasteland,Departure From the Northern Wasteland,work,album,research,research;music,yes,high,Michael Hoenig Berlin School synthesizer album.,content/library/entry/work/departure-from-the-northern-wasteland/index.md
descending-moonshine-dervishes,Descending Moonshine Dervishes,work,album,research,research;music,yes,high,Terry Riley just-intonation organ improvisation album.,content/library/entry/work/descending-moonshine-dervishes/index.md
desert-solitaire,Desert Solitaire,work,album,research,research;music,yes,high,Roach/Braheny/Stearns ambient synthesizer collaboration album.,content/library/entry/work/desert-solitaire/index.md
designing-freedom,Designing Freedom,work,lecture,research,research,no,high,Stafford Beer's Massey Lectures on management cybernetics; no musical content.,content/library/entry/work/designing-freedom/index.md
diamorphoses,Diamorphoses,work,composition,research,research;music,yes,high,Xenakis electroacoustic composition.,content/library/entry/work/diamorphoses/index.md
die-mensch-maschine,Die Mensch-Maschine,work,album,research,research;music,yes,high,Kraftwerk album.,content/library/entry/work/die-mensch-maschine/index.md
difference-and-repetition,Difference and Repetition,work,book,research,research,no,high,Deleuze philosophy thesis; no musical content.,content/library/entry/work/difference-and-repetition/index.md
don-cherry-terry-riley-koln-1975,"Terry Riley / Don Cherry: Live, Köln 1975",work,album,research,research;music,yes,high,Live recording pairing Riley's synthesizers with Cherry's trumpet.,content/library/entry/work/don-cherry-terry-riley-koln-1975/index.md
dreamer-lo91,Dreamer,work,album,research,research;music,yes,high,Susumu Yokota album.,content/library/entry/work/dreamer/index.md
dreamstage,Dreamstage,work,installation,research,research,no,high,"[human-adjudicated at review checkpoint] Multimedia sleep-research exhibit whose live synthesizer music (composed by Paul Earls) was substantial but secondary to its primary subject, dream/sleep science.",content/library/entry/work/dreamstage/index.md
dresden-venezia-megaton,Dresden / Venezia / Megaton,work,album,research,research;music,yes,high,Gordon Mumma electroacoustic album collecting tape-collage/live-electronic works.,content/library/entry/work/dresden-venezia-megaton/index.md
duo-exchange-complete-sessions,Duo Exchange: Complete Sessions,work,album,research,research;music,yes,high,Rashied Ali/Frank Lowe free-jazz duo sessions.,content/library/entry/work/duo-exchange-complete-sessions/index.md
eclipse-takayanagi,Eclipse,work,album,research,research;music,yes,high,Masayuki Takayanagi free-jazz/improvisation album.,content/library/entry/work/eclipse-takayanagi/index.md
eddie-prevost-organum-flayed-crux,Flayed / Crux,work,album,research,research;music,yes,high,Eddie Prévost/Organum collaborative percussion-and-drone album.,content/library/entry/work/eddie-prevost-organum-flayed-crux/index.md
eight-electronic-pieces,Eight Electronic Pieces,work,album,research,research;music,yes,high,Tod Dockstader's foundational musique concrète debut.,content/library/entry/work/eight-electronic-pieces/index.md
electric-sound,Electric Sound,work,album,research,research;music,yes,high,Sonic Arts Union live-electronics compilation album.,content/library/entry/work/electric-sound/index.md
electronic-meditation,Electronic Meditation,work,album,research,research;music,yes,high,Tangerine Dream's debut album.,content/library/entry/work/electronic-meditation/index.md
erda-suite-n,Erda / Suite N,work,album,research,research;music,yes,high,Jean Schwarz electroacoustic pieces.,content/library/entry/work/erda-suite-n/index.md
erosphere,Érosphère,work,composition,research,research;music,yes,high,François Bayle's acousmatic composition.,content/library/entry/work/erosphere/index.md
evolutionary-biology-of-plants,The Evolutionary Biology of Plants,work,book,research,research,no,high,Plant biomechanics/morphology text; no musical content.,content/library/entry/work/evolutionary-biology-of-plants/index.md
feedback-of-n-m-s,Feedback of N.M.S.,work,album,research,research;music,yes,high,Incapacitants noise album.,content/library/entry/work/feedback-of-n-m-s/index.md
feldstaerken,Feldstärken,work,album,research,research;music,yes,high,Thomas Lehn analog synthesizer improvisation album.,content/library/entry/work/feldstaerken/index.md
filament-2-secret-recordings-2,Filament 2: Secret Recordings,work,album,research,research;music,yes,high,Sachiko M/Müller/Otomo electroacoustic improvisation album.,content/library/entry/work/filament-2-secret-recordings-2/index.md
fingers-breath,Fingers Breath,work,album,research,research;music,yes,high,Hands To cassette of homemade-instrument sound work.,content/library/entry/work/fingers-breath/index.md
firestarter,Firestarter (Music From the Original Motion Picture Soundtrack),work,album,research,research;music,yes,high,Tangerine Dream film score album.,content/library/entry/work/firestarter/index.md
fish-that-sparkling-bubble,Fish That Sparkling Bubble,work,album,research,research;music,yes,high,Borbetomagus/Voice Crack collaborative noise/improvisation album.,content/library/entry/work/fish-that-sparkling-bubble/index.md
flora,Flora,work,album,research,research;music,yes,high,Hiroshi Yoshimura environmental keyboard music album.,content/library/entry/work/flora/index.md
fontana-mix,Fontana Mix,work,composition,research,research;music,yes,high,John Cage's indeterminate composition.,content/library/entry/work/fontana-mix/index.md
forbidden-planet,Forbidden Planet,work,album,research,research;music,yes,high,Barron's first wholly electronic film soundtrack.,content/library/entry/work/forbidden-planet/index.md
formalized-music,Formalized Music,work,book,research,research;music,yes,high,Xenakis's treatise on stochastic and computational approaches to musical composition.,content/library/entry/work/formalized-music/index.md
fourth-world-vol-1-possible-musics,"Fourth World, Vol. 1: Possible Musics",work,album,research,research;music,yes,high,Hassell/Eno album founding 'Fourth World' music.,content/library/entry/work/fourth-world-vol-1-possible-musics/index.md
gaku-no-michi,Gaku-no-Michi,work,album,research,research;music,yes,high,Jean-Claude Eloy's long-form electroacoustic work.,content/library/entry/work/gaku-no-michi/index.md
gendy3,Gendy3,work,composition,research,research;music,yes,high,Xenakis electroacoustic composition.,content/library/entry/work/gendy3/index.md
godel-escher-bach,"Gödel, Escher, Bach: An Eternal Golden Braid",work,book,research,research,no,medium,Cognitive-science/logic text using music (Bach) as one motif among several; not a musical work or practice itself.,content/library/entry/work/godel-escher-bach/index.md
going-out-with-slow-smoke,Going Out With Slow Smoke,work,album,research,research;music,yes,high,Kuivila/Collins split album of live-electronic work.,content/library/entry/work/going-out-with-slow-smoke/index.md
greek-mathematical-thought,Greek Mathematical Thought and the Origin of Algebra,work,book,research,research,no,high,History-of-mathematics text; no musical content.,content/library/entry/work/greek-mathematical-thought/index.md
green,Green,work,album,research,research;music,yes,high,Hiroshi Yoshimura album.,content/library/entry/work/green/index.md
green-wheels,Green Wheels,work,album,research,research;music,yes,high,Merzbow noise album.,content/library/entry/work/green-wheels/index.md
handmade-electronic-music,Handmade Electronic Music: The Art of Hardware Hacking,work,book,research,research;music,yes,high,Nicolas Collins's guide to building/hacking electronic musical instruments.,content/library/entry/work/handmade-electronic-music/index.md
heathen-earth,Heathen Earth,work,album,research,research;music,yes,high,Throbbing Gristle live studio album.,content/library/entry/work/heathen-earth/index.md
hepatopolitika,Hepatopolitika,work,album,research,research;music,yes,high,K2 junk-metal noise album.,content/library/entry/work/hepatopolitika/index.md
hibiki-hana-ma,Hibiki-Hana-Ma,work,composition,research,research;music,yes,high,Xenakis electroacoustic composition.,content/library/entry/work/hibiki-hana-ma/index.md
highdrophobia,Highdrophobia,work,album,research,research;music,yes,high,Solmania modified-guitar drone cassette.,content/library/entry/work/highdrophobia/index.md
human-music,Human Music,work,album,research,research;music,yes,high,Appleton/Cherry electronic-jazz collaboration album.,content/library/entry/work/human-music/index.md
hybrid-noisebloom,Hybrid Noisebloom,work,album,research,research;music,yes,high,Merzbow synthesizer/noise album.,content/library/entry/work/hybrid-noisebloom/index.md
i-am-sitting-in-a-room,I Am Sitting in a Room,work,composition,research,research;music,yes,high,Alvin Lucier's landmark tape composition.,content/library/entry/work/i-am-sitting-in-a-room/index.md
i-of-iv,I of IV,work,composition,research,research;music,yes,high,Pauline Oliveros's real-time tape composition.,content/library/entry/work/i-of-iv/index.md
iceland-pinhas,Iceland,work,album,research,research;music,yes,high,Richard Pinhas solo electronic album.,content/library/entry/work/iceland-pinhas/index.md
improvisation-its-nature-and-practice,Improvisation: Its Nature and Practice in Music,work,book,research,research;music,yes,high,Derek Bailey's foundational book on musical improvisation across traditions.,content/library/entry/work/improvisation-its-nature-and-practice/index.md
in-sara-mencken-christ-and-beethoven,"In Sara, Mencken, Christ and Beethoven There Were Men and Women",work,album,research,research;music,yes,high,Robert Ashley album for voice and modular synthesizer.,content/library/entry/work/in-sara-mencken-christ-and-beethoven/index.md
infra,Infra,work,album,research,research;music,yes,high,Roland Kayn's cybernetic music album.,content/library/entry/work/infra/index.md
irrlicht,Irrlicht,work,album,research,research;music,yes,high,"Klaus Schulze's solo debut, a founding Berlin School album.",content/library/entry/work/irrlicht/index.md
jaap-vink-recollection-grm,Jaap Vink,work,album,research,research;music,yes,high,Compilation of Jaap Vink's feedback-based electronic works.,content/library/entry/work/jaap-vink-recollection-grm/index.md
keio-line,Keio Line,work,album,research,research;music,yes,high,Pinhas/Merzbow live duo album.,content/library/entry/work/keio-line/index.md
kick-that-habit,Kick That Habit,work,film,research,research;music,yes,medium,Documentary film built around and documenting Voice Crack's junk-electronics music performance.,content/library/entry/work/kick-that-habit/index.md
klaenge-unterwegs,Klänge Unterwegs (Wayfaring Sounds),work,composition,research,research;music,yes,high,Herbert Brün's early electronic composition.,content/library/entry/work/klaenge-unterwegs/index.md
klein-hummel-ue100,Klein + Hummel UE-100 — Manual,work,manual,manuals,manuals,no,medium,Manual for a general-purpose graphic equalizer; no specific musical role described in the entry.,content/library/entry/work/klein-hummel-ue100/index.md
krohn-hite-6880a,Krohn-Hite 6880A Distortion Analyzer — Maintenance Manual,work,manual,manuals,manuals,no,medium,General-purpose audio test equipment manual; no musical role described.,content/library/entry/work/krohn-hite-6880a/index.md
krohn-hite-dca-10,Krohn-Hite DCA-10 — Service Manual,work,manual,manuals,manuals,no,medium,General-purpose amplifier manual; no musical role described.,content/library/entry/work/krohn-hite-dca-10/index.md
la-jolla-good-friday,La Jolla Good Friday I-II,work,album,research,research;music,yes,high,Sigurbjörnsson electronic work made at UCSD's Center for Music Experiment.,content/library/entry/work/la-jolla-good-friday/index.md
la-legende-deer,La Légende d'Eer,work,composition,research,research;music,yes,high,Xenakis electroacoustic composition.,content/library/entry/work/la-legende-deer/index.md
last-exit,Last Exit,work,album,research,research;music,yes,high,Free-jazz/noise supergroup's debut album.,content/library/entry/work/last-exit/index.md
le-triedre-fertile,Le Trièdre Fertile,work,album,research,research;music,yes,high,Pierre Schaeffer's sole purely electronic composition.,content/library/entry/work/le-triedre-fertile/index.md
league-of-automatic-music-composers-1978-1983,The League of Automatic Music Composers 1978-1983,work,album,research,research;music,yes,high,Anthology of networked-microcomputer music performances.,content/library/entry/work/league-of-automatic-music-composers-1978-1983/index.md
leapday-night,Leapday Night,work,album,research,research;music,yes,high,David Behrman live-electronics album.,content/library/entry/work/leapday-night/index.md
lethique,L'Ethique,work,album,research,research;music,yes,high,Richard Pinhas album featuring Gilles Deleuze's spoken voice over guitar/synthesizer.,content/library/entry/work/lethique/index.md
lexperience-acoustique,L'Expérience Acoustique,work,album,research,research;music,yes,high,François Bayle's acousmatic composition cycle.,content/library/entry/work/lexperience-acoustique/index.md
live-electronic-music-improvised,Live Electronic Music Improvised,work,album,research,research;music,yes,high,MEV/AMM split live improvisation album.,content/library/entry/work/live-electronic-music-improvised/index.md
lullaby-for-the-hearts-of-space,Lullaby for the Hearts of Space,work,album,research,research;music,yes,high,Kevin Braheny modular synthesizer improvisation album.,content/library/entry/work/lullaby-for-the-hearts-of-space/index.md
magic-thread-skintone-edition,Magic Thread,work,album,research,research;music,yes,high,Susumu Yokota debut album.,content/library/entry/work/magic-thread-skintone-edition/index.md
magnesia-nova,Magnesia Nova,work,album,research,research;music,yes,high,Merzbow noise album.,content/library/entry/work/magnesia-nova/index.md
makesnd-cassette,Makesnd Cassette,work,album,research,research;music,yes,high,SND's algorithmic click-based debut album.,content/library/entry/work/makesnd-cassette/index.md
manhattan-research-inc,"Manhattan Research, Inc.",work,album,research,research;music,yes,high,Anthology of Raymond Scott's electronic music research.,content/library/entry/work/manhattan-research-inc/index.md
meditation-stalker,Meditation,work,composition,research,research;music,yes,high,Eduard Artemyev's synthesizer theme for Tarkovsky's Stalker.,content/library/entry/work/meditation-stalker/index.md
meta-hodos,Meta-Hodos and META Meta-Hodos,work,book,research,research;music,yes,high,Tenney's foundational text applying Gestalt perception to musical form.,content/library/entry/work/meta-hodos/index.md
mirage-klaus-schulze,Mirage,work,album,research,research;music,yes,high,Klaus Schulze Berlin School album.,content/library/entry/work/mirage-klaus-schulze/index.md
monobirds,Monobirds,work,album,research,research;music,yes,high,David Tudor Moog synthesizer recordings.,content/library/entry/work/monobirds/index.md
mu-first-part,"Mu, First Part",work,album,research,research;music,yes,high,Don Cherry/Ed Blackwell free improvisation duo album.,content/library/entry/work/mu-first-part/index.md
mu-second-part,"Mu, Second Part",work,album,research,research;music,yes,high,yes — free-jazz duo album (Cherry/Blackwell) documenting a musical performance.,content/library/entry/work/mu-second-part/index.md
music-and-trance,Music and Trance: A Theory of the Relations Between Music and Possession,work,book,research,research;music,yes,high,"yes — Rouget's cross-cultural study is specifically about music's role in trance/possession, a music-theory/ethnomusicology text.",content/library/entry/work/music-and-trance/index.md
music-for-airports,Ambient 1: Music for Airports,work,album,research,research;music,yes,high,"yes — Eno's landmark ambient album, the genre-defining record.",content/library/entry/work/music-for-airports/index.md
music-for-nine-post-cards,Music for Nine Post Cards,work,album,research,research;music,yes,high,yes — Yoshimura's kankyo ongaku debut album.,content/library/entry/work/music-for-nine-post-cards/index.md
music-for-solo-performer,Music for Solo Performer,work,composition,research,research;music,yes,high,"yes — Lucier composition, landmark of EEG/biofeedback-generated music.",content/library/entry/work/music-for-solo-performer/index.md
mycenes-alpha,Mycènes Alpha,work,composition,research,research;music,yes,high,"yes — Xenakis's first UPIC composition, a landmark electroacoustic work.",content/library/entry/work/mycenes-alpha/index.md
neu-1972,Neu!,work,album,research,research;music,yes,high,"yes — Neu!'s self-titled debut album, krautrock landmark.",content/library/entry/work/neu-1972/index.md
neural-network-plus,Neural Network Plus,work,composition,research,research;music,yes,high,yes — David Tudor live-electronic composition built from feedback networks.,content/library/entry/work/neural-network-plus/index.md
neurotten,Neurotten,work,album,research,research;music,yes,high,"yes — Pain Jerk harsh-noise album, cult classic of the genre.",content/library/entry/work/neurotten/index.md
nineteen-eighty-four,1984,work,book,research,research,no,high,"no — Orwell's dystopian novel, included for language/control themes; no musical content.",content/library/entry/work/nineteen-eighty-four/index.md
no-input-mixing-board,No-Input Mixing Board,work,album,research,research;music,yes,high,yes — Nakamura's debut documenting the no-input-mixer instrument/technique he originated.,content/library/entry/work/no-input-mixing-board/index.md
nommo,Nommo,work,album,research,research;music,yes,high,yes — Milford Graves/Don Pullen self-released duo jazz recording.,content/library/entry/work/nommo/index.md
non-serviam,Non Serviam,work,story,research,research,no,high,no — Lem's SF story on AI consciousness/theology; no musical content.,content/library/entry/work/non-serviam/index.md
nova-steve-reid,Nova,work,album,research,research;music,yes,high,yes — Steve Reid's spiritual-jazz debut LP as leader.,content/library/entry/work/nova-steve-reid/index.md
on-computable-numbers,"On Computable Numbers, with an Application to the Entscheidungsproblem",work,paper,research,research,no,high,no — Turing's foundational computer-science paper; no musical content.,content/library/entry/work/on-computable-numbers/index.md
on-growth-and-form,On Growth and Form,work,book,research,research,no,high,no — D'Arcy Thompson's biology/mathematics classic; no musical content.,content/library/entry/work/on-growth-and-form/index.md
on-land,Ambient 4: On Land,work,album,research,research;music,yes,high,yes — Eno's fourth Ambient-series album.,content/library/entry/work/on-land/index.md
on-the-other-ocean,On the Other Ocean,work,album,research,research;music,yes,high,yes — Behrman's landmark computer-music album (KIM-1 microcomputer with live players).,content/library/entry/work/on-the-other-ocean/index.md
on-the-sensations-of-tone,On the Sensations of Tone as a Physiological Basis for the Theory of Music,work,book,research,research;music,yes,high,yes — Helmholtz's foundational treatise explicitly on the theory and perception of musical tone.,content/library/entry/work/on-the-sensations-of-tone/index.md
organum-tower-of-silence,Tower of Silence,work,album,research,research;music,yes,high,yes — Organum drone album.,content/library/entry/work/organum-tower-of-silence/index.md
organum-veil-of-tears,Veil of Tears,work,album,research,research;music,yes,high,yes — Organum album on Eddie Prévost's Matchless Recordings.,content/library/entry/work/organum-veil-of-tears/index.md
orient-occident,Orient-Occident,work,composition,research,research;music,yes,high,yes — Xenakis electroacoustic composition.,content/library/entry/work/orient-occident/index.md
origin-of-consciousness,The Origin of Consciousness in the Breakdown of the Bicameral Mind,work,book,research,research,no,high,no — Jaynes's theory of consciousness/language; no musical content.,content/library/entry/work/origin-of-consciousness/index.md
outland,Outland,work,album,research,research;music,yes,high,yes — Laswell/Namlook ambient-dub album.,content/library/entry/work/outland/index.md
outside-the-dream-syndicate,Outside the Dream Syndicate,work,album,research,research;music,yes,high,yes — Tony Conrad/Faust landmark of drone minimalism.,content/library/entry/work/outside-the-dream-syndicate/index.md
ovalcommers,Ovalcommers,work,album,research,research;music,yes,high,yes — Oval's glitch/digital-composition album.,content/library/entry/work/ovalcommers/index.md
pepsi-pavilion,Pepsi Pavilion,work,installation,research,research;music,yes,medium,"yes — art/sound installation whose core was a purpose-built multichannel sound system created by composers Tudor, Mumma, and Oliveros; substantial musical/sound-art role, not incidental.",content/library/entry/work/pepsi-pavilion/index.md
persepolis,Persepolis,work,composition,research,research;music,yes,high,yes — Xenakis electroacoustic composition.,content/library/entry/work/persepolis/index.md
persian-surgery-dervishes,Persian Surgery Dervishes,work,album,research,research;music,yes,high,yes — Terry Riley's extended electric-organ improvisation double LP.,content/library/entry/work/persian-surgery-dervishes/index.md
petite-symphonie-intuitive,Petite Symphonie Intuitive pour un Paysage de Printemps,work,composition,research,research;music,yes,high,yes — Luc Ferrari field-recording-based composition.,content/library/entry/work/petite-symphonie-intuitive/index.md
phaedra,Phaedra,work,album,research,research;music,yes,high,yes — Tangerine Dream album that established the Berlin School sequencer sound.,content/library/entry/work/phaedra/index.md
pharoah,Pharoah,work,album,research,research;music,yes,high,yes — Pharoah Sanders spiritual-jazz album.,content/library/entry/work/pharoah/index.md
planetary-unfolding,Planetary Unfolding,work,album,research,research;music,yes,high,yes — Michael Stearns analog space-music album made on a Serge modular synthesizer.,content/library/entry/work/planetary-unfolding/index.md
plux-quba,Plux Quba,work,album,research,research;music,yes,high,yes — Nuno Canavarro sound-collage album.,content/library/entry/work/plux-quba/index.md
polytope-de-cluny,Polytope de Cluny,work,composition,research,research;music,yes,high,yes — Xenakis electroacoustic composition.,content/library/entry/work/polytope-de-cluny/index.md
presque-rien-no-1,Presque Rien No. 1: Le Lever du Jour au Bord de la Mer,work,composition,research,research;music,yes,high,"yes — Luc Ferrari field-recording composition, landmark of anecdotal/musique concrète practice.",content/library/entry/work/presque-rien-no-1/index.md
prospectus-1983,Prospectus,work,album,research,research;music,yes,high,yes — Steve Lacy Seven live jazz album.,content/library/entry/work/prospectus-1983/index.md
psychonavigation-i-v,Psychonavigation I-V,work,album,research,research;music,yes,high,yes — Namlook/Laswell ambient-dub album collection.,content/library/entry/work/psychonavigation-i-v/index.md
pulsation,Pulsation,work,album,research,research;music,yes,high,yes — Togashi/Takayanagi free-improvisation duo album.,content/library/entry/work/pulsation/index.md
pulse-demon,Pulse Demon,work,album,research,research;music,yes,high,"yes — Merzbow noise album, widely cited landmark.",content/library/entry/work/pulse-demon/index.md
pulse-music-iii,Pulse Music III,work,composition,research,research;music,yes,high,yes — McGuire electronic composition realized at WDR's electronic music studio.,content/library/entry/work/pulse-music-iii/index.md
pythagoron,Pythagoron,work,album,research,research;music,yes,high,yes — private-press electronic drone album.,content/library/entry/work/pythagoron/index.md
q-are-we-not-men-a-we-are-devo,Q: Are We Not Men? A: We Are Devo!,work,album,research,research;music,yes,high,"yes — Devo's debut album, produced by Brian Eno; founding new-wave record.",content/library/entry/work/q-are-we-not-men-a-we-are-devo/index.md
rabbit-run,Rabbit Run,work,album,research,research;music,yes,high,yes — Rowe/Lehn/Schmickler improvised trio album.,content/library/entry/work/rabbit-run/index.md
radioactivity,Radioactivity,work,album,research,research;music,yes,high,yes — Kraftwerk concept album.,content/library/entry/work/radioactivity/index.md
rainbow-delta,Rainbow Delta,work,album,research,research;music,yes,high,yes — Patrick Gleeson electronic-jazz album.,content/library/entry/work/rainbow-delta/index.md
rainbow-electronics,Rainbow Electronics,work,album,research,research;music,yes,high,yes — Merzbow noise album.,content/library/entry/work/rainbow-electronics/index.md
rainforest,Rainforest,work,composition,research,research;music,yes,high,"yes — David Tudor's series of sound-sculpture compositions, key sound-art/music work.",content/library/entry/work/rainforest/index.md
ralf-und-florian,Ralf und Florian,work,album,research,research;music,yes,high,"yes — Kraftwerk album, first to use vocoder, step toward their classic electronic sound.",content/library/entry/work/ralf-und-florian/index.md
