id,title,public_type,specific_type,decision,confidence,current_subjects,proposed_subjects,add,remove,taxonomy_gap,rationale,summary,source_path
diamorphoses,Diamorphoses,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/diamorphoses/index.md
die-mensch-maschine,Die Mensch-Maschine,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Kraftwerk's 1978 album on the figure of the human as machine.,content/library/work/die-mensch-maschine/index.md
difference-and-repetition,Difference and Repetition,work,book,retain,high,dynamics|form,dynamics|form,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Gilles Deleuze's 1968 thesis proposing difference as prior to identity, and repetition as productive rather than reproductive.",content/library/work/difference-and-repetition/index.md
dreamer-lo91,Dreamer,work,album,change,medium,sound|perception,sound,,perception,,"The record presents an album or performance without making sensation, listening, cognition, observation, or perceptual organization a substantial subject.",Susumu Yokota's 2012 album.,content/library/work/dreamer/index.md
dreamstage,Dreamstage,work,installation,change,high,perception|feedback|sound,time|perception|sound,time,feedback,Signal,"The work translates biological signals into sound or light, but the record does not establish a recursive output-to-input loop. Perception and Sound are supported; Feedback is not.",J. Allan Hobson's traveling multimedia exhibit translating a sleeping subject's brain signals into live light and synthesized sound.,content/library/work/dreamstage/index.md
dresden-venezia-megaton,Dresden / Venezia / Megaton,work,album,change,medium,sound|feedback,sound|instruments,instruments,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.",Gordon Mumma's 1979 electroacoustic album on Lovely Music.,content/library/work/dresden-venezia-megaton/index.md
duo-exchange-complete-sessions,Duo Exchange: Complete Sessions,work,album,change,high,sound|time,sound,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.","2020 expanded reissue of Rashied Ali and Frank Lowe's 1972 free-jazz duo sessions, Survival Records' inaugural release.",content/library/work/duo-exchange-complete-sessions/index.md
eclipse-takayanagi,Eclipse,work,album,change,high,sound|feedback,sound,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","Masayuki Takayanagi's 1975 album, pairing the pieces Gradually Projection and Mass Projection.",content/library/work/eclipse-takayanagi/index.md
eight-electronic-pieces,Eight Electronic Pieces,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Tod Dockstader's self-produced 1961 debut, built after-hours at a New York radio station without institutional support.",content/library/work/eight-electronic-pieces/index.md
electric-sound,Electric Sound,work,album,change,high,sound|feedback,sound|instruments,instruments,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","Sonic Arts Union's 1972 album, one live-electronics piece from each of its four members.",content/library/work/electric-sound/index.md
erda-suite-n,Erda / Suite N,work,album,change,medium,sound|space,sound,,space,,"Space appears to derive from an ambient title, venue name, or stylistic association rather than from spatial organization, an environment, geometry, distribution, or spatialization in the entry.","Jean Schwarz's electroacoustic pieces Erda (1972) and Suite N (1982), reissued together by Recollection GRM.",content/library/work/erda-suite-n/index.md
feedback-of-n-m-s,Feedback of N.M.S.,work,album,retain,high,sound|feedback,sound|feedback,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Incapacitants' 1991 album, three tracks combining junk metal, modular synthesis, and improvisation.",content/library/work/feedback-of-n-m-s/index.md
feldstaerken,Feldstärken,work,album,change,medium,sound|instruments|feedback,sound|instruments,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.",Thomas Lehn's 2000 free-improvisation album for analog synthesizer.,content/library/work/feldstaerken/index.md
filament-2-secret-recordings-2,Filament 2: Secret Recordings,work,album,change,high,sound|tuning,sound,,tuning,,"The record concerns electronic sound, sustained tones, or test-tone-like material, but it does not describe a pitch system, temperament, intonation practice, scale, or ratio structure.","1999 trio album by Sachiko M, Günter Müller, and Otomo Yoshihide, recorded at GOK Sound, Tokyo.",content/library/work/filament-2-secret-recordings-2/index.md
fingers-breath,Fingers Breath,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Hands To's 1987 cassette on Sound of Pig Music.,content/library/work/fingers-breath/index.md
firestarter,Firestarter (Music From the Original Motion Picture Soundtrack),work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Tangerine Dream's 1984 electronic score for the film adaptation of Stephen King's Firestarter.,content/library/work/firestarter/index.md
fish-that-sparkling-bubble,Fish That Sparkling Bubble,work,album,change,medium,sound|feedback,sound|instruments,instruments,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","1988 collaborative album by Borbetomagus and Voice Crack, released on Agaric Records.",content/library/work/fish-that-sparkling-bubble/index.md
eddie-prevost-organum-flayed-crux,Flayed / Crux,work,album,change,medium,sound|perception,sound,,perception,,"The record presents an album or performance without making sensation, listening, cognition, observation, or perceptual organization a substantial subject.",1987 collaborative LP pairing Eddie Prévost's percussion with Organum's drone.,content/library/work/eddie-prevost-organum-flayed-crux/index.md
flora,Flora,work,album,retain,high,sound|space|perception,sound|space|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Hiroshi Yoshimura's 1987 album of unhurried, environmental keyboard music.",content/library/work/flora/index.md
fontana-mix,Fontana Mix,work,composition,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","John Cage's 1958 indeterminate composition, generated from transparent overlays of points, curves, and lines.",content/library/work/fontana-mix/index.md
forbidden-planet,Forbidden Planet,work,album,change,high,sound|feedback,sound|instruments|feedback,instruments,,,"Adds Instruments because the record explicitly concerns instrument design, interfaces, controllers, apparatus, or instrumentality.","Louis and Bebe Barron's 1956 score for Forbidden Planet, the first entirely electronic film soundtrack, first issued commercially in 1976.",content/library/work/forbidden-planet/index.md
formalized-music,Formalized Music,work,book,retain,high,number|form|computation|sound,number|form|computation|sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Xenakis on stochastic, set-theoretic, and computational approaches to composition.",content/library/work/formalized-music/index.md
fourth-world-vol-1-possible-musics,"Fourth World, Vol. 1: Possible Musics",work,album,change,medium,sound|perception,sound,,perception,,"The record presents an album or performance without making sensation, listening, cognition, observation, or perceptual organization a substantial subject.","Jon Hassell and Brian Eno's 1980 album founding Fourth World music, fusing processed trumpet with electronics and non-Western rhythm.",content/library/work/fourth-world-vol-1-possible-musics/index.md
gaku-no-michi,Gaku-no-Michi,work,album,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Jean-Claude Eloy's long-form electroacoustic film-without-images, made at NHK's Tokyo studio over 1,200 hours across 1977-78.",content/library/work/gaku-no-michi/index.md
gendy3,Gendy3,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/gendy3/index.md
going-out-with-slow-smoke,Going Out With Slow Smoke,work,album,change,medium,sound|feedback|computation,sound|instruments,instruments,feedback|computation,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","Split album between Ron Kuivila and Nicolas Collins, released 1982 on Lovely Music.",content/library/work/going-out-with-slow-smoke/index.md
greek-mathematical-thought,Greek Mathematical Thought and the Origin of Algebra,work,book,retain,high,number|form,number|form,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Jacob Klein on the conceptual origins of algebra in and after Greek mathematics.,content/library/work/greek-mathematical-thought/index.md
green,Green,work,album,retain,high,sound|space|perception,sound|space|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Hiroshi Yoshimura's 1986 album, recorded at his home studio over the winter of 1985-86.",content/library/work/green/index.md
green-wheels,Green Wheels,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Merzbow's 1995 album of pure, unadulterated noise built from synthesizers and handmade instruments.",content/library/work/green-wheels/index.md
godel-escher-bach,"Gödel, Escher, Bach: An Eternal Golden Braid",work,book,retain,high,number|form|computation,number|form|computation,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Hofstadter on self-reference, formal systems, and strange loops across logic, art, and music.",content/library/work/godel-escher-bach/index.md
handmade-electronic-music,Handmade Electronic Music: The Art of Hardware Hacking,work,book,retain,high,instruments|sound,instruments|sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Nicolas Collins's practical guide to circuit bending, hacking, and building electronic instruments.",content/library/work/handmade-electronic-music/index.md
heathen-earth,Heathen Earth,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Throbbing Gristle's 1980 album, recorded live in the studio before an invited audience.",content/library/work/heathen-earth/index.md
hepatopolitika,Hepatopolitika,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","K2's 1994 album, junk-metal noise built as exhausting, jarring cut-up.",content/library/work/hepatopolitika/index.md
hibiki-hana-ma,Hibiki-Hana-Ma,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/hibiki-hana-ma/index.md
highdrophobia,Highdrophobia,work,album,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Solmania's 1986 cassette, three pieces of modified-guitar drone.",content/library/work/highdrophobia/index.md
human-music,Human Music,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Jon Appleton and Don Cherry's 1970 electronic-jazz collaboration, recorded at Dartmouth's Bregman studio.",content/library/work/human-music/index.md
hybrid-noisebloom,Hybrid Noisebloom,work,album,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","One of Merzbow's most accessible 1990s albums, built on EMS and Moog synthesizers, theremin, and processed voice.",content/library/work/hybrid-noisebloom/index.md
i-am-sitting-in-a-room,I Am Sitting in a Room,work,composition,retain,high,sound|space|feedback,sound|space|feedback,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Alvin Lucier's 1969 piece for voice and tape, recording and re-recording spoken text until only the room's own resonant frequencies remain.",content/library/work/i-am-sitting-in-a-room/index.md
i-of-iv,I of IV,work,composition,change,high,sound|feedback,time|sound|instruments,time|instruments,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","Pauline Oliveros's 1966 real-time tape piece, made at the University of Toronto Electronic Music Studio.",content/library/work/i-of-iv/index.md
iceland-pinhas,Iceland,work,album,change,medium,sound|cybernetics,sound,,cybernetics,,"Cybernetics appears associated with the creator or surrounding context rather than developed in the entry as control, regulation, communication, adaptation, or observer–system relations.",Richard Pinhas' 1979 solo debut following his split from Heldon.,content/library/work/iceland-pinhas/index.md
improvisation-its-nature-and-practice,Improvisation: Its Nature and Practice in Music,work,book,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Derek Bailey's 1980 book, the first to treat improvisation across every musical tradition as a unified subject.",content/library/work/improvisation-its-nature-and-practice/index.md
in-sara-mencken-christ-and-beethoven,"In Sara, Mencken, Christ and Beethoven There Were Men and Women",work,album,retain,high,sound|language,sound|language,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Robert Ashley's 1974 setting of John Barton Wolgamot's poem for voice and modular synthesizer.,content/library/work/in-sara-mencken-christ-and-beethoven/index.md
infra,Infra,work,album,change,review,cybernetics|sound|feedback,form|morphogenesis|dynamics|cybernetics|sound,form|morphogenesis|dynamics,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.",Roland Kayn's cybernetic music of autonomously evolving electronic processes.,content/library/work/infra/index.md
irrlicht,Irrlicht,work,album,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Klaus Schulze's 1972 solo debut, built from organ and heavily filtered orchestral recordings, without synthesizers.",content/library/work/irrlicht/index.md
jaap-vink-recollection-grm,Jaap Vink,work,album,retain,high,sound|feedback,sound|feedback,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","A Recollection GRM compilation of Jaap Vink's feedback-based electronic works, spanning 1968 to 1985.",content/library/work/jaap-vink-recollection-grm/index.md
keio-line,Keio Line,work,album,change,medium,sound|feedback,sound,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","2008 live duo recording between Richard Pinhas and Merzbow, made in Tokyo in 2007.",content/library/work/keio-line/index.md
kick-that-habit,Kick That Habit,work,film,change,medium,sound|instruments|feedback,sound|instruments,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.",Peter Liechti's 1989 film portrait of eastern Switzerland built around Voice Crack's junk-electronics music.,content/library/work/kick-that-habit/index.md
klein-hummel-ue100,Klein + Hummel UE-100 — Manual,work,manual,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Manual for the Klein + Hummel UE-100 graphic equalizer — a 10-page scanned manual.,content/library/work/klein-hummel-ue100/index.md
klaenge-unterwegs,Klänge Unterwegs (Wayfaring Sounds),work,composition,change,medium,sound|computation|cybernetics,sound,,computation|cybernetics,,"Cybernetics appears associated with the creator or surrounding context rather than developed in the entry as control, regulation, communication, adaptation, or observer–system relations.","Herbert Brün's 1961–62 electronic composition, made at the Siemens-Studio für elektronische Musik.",content/library/work/klaenge-unterwegs/index.md
krohn-hite-6880a,Krohn-Hite 6880A Distortion Analyzer — Maintenance Manual,work,manual,retain,high,sound|instruments,sound|instruments,,,Signal,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Maintenance and service documentation for the Krohn-Hite 6880A programmable distortion analyzer — a 64-page scanned manual.,content/library/work/krohn-hite-6880a/index.md
krohn-hite-dca-10,Krohn-Hite DCA-10 — Service Manual,work,manual,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Service documentation for the Krohn-Hite DCA-10 amplifier — a 64-page scanned manual.,content/library/work/krohn-hite-dca-10/index.md
lethique,L'Ethique,work,album,change,medium,sound|cybernetics,cybernetics|sound|language,language,,,"Adds Language because the record explicitly concerns signs, symbols, notation, semantics, grammar, codes, or communication systems.","Richard Pinhas' 1982 album featuring Gilles Deleuze's spoken voice, reissued by Bureau B in 2019.",content/library/work/lethique/index.md
lexperience-acoustique,L'Expérience Acoustique,work,album,change,high,sound|space,perception|sound|space,perception,,,"Adds Perception because the record explicitly concerns sensation, listening, cognition, observation, or interpretation.",François Bayle's large-scale cycle of acousmatic works composed between 1969 and 1972.,content/library/work/lexperience-acoustique/index.md
la-jolla-good-friday,La Jolla Good Friday I-II,work,album,change,medium,sound|tuning,sound,,tuning,,"The record concerns electronic sound, sustained tones, or test-tone-like material, but it does not describe a pitch system, temperament, intonation practice, scale, or ratio structure.","Thorkell Sigurbjörnsson's electronic work made at UC San Diego's Center for Music Experiment, released on vinyl in 1981.",content/library/work/la-jolla-good-friday/index.md
la-legende-deer,La Légende d'Eer,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/la-legende-deer/index.md
last-exit,Last Exit,work,album,change,medium,sound|time,sound,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.",The self-titled 1986 debut of the free-jazz/noise group Last Exit.,content/library/work/last-exit/index.md
le-triedre-fertile,Le Trièdre Fertile,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Pierre Schaeffer's final work, composed entirely from synthetic sounds — his only purely electronic piece.",content/library/work/le-triedre-fertile/index.md
leapday-night,Leapday Night,work,album,change,medium,sound|computation|feedback|instruments,computation|sound|instruments,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","David Behrman's 1987 album with Rhys Chatham, Ben Neill, and Takehisa Kosugi.",content/library/work/leapday-night/index.md
live-electronic-music-improvised,Live Electronic Music Improvised,work,album,retain,high,sound|instruments,sound|instruments,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",1970 split LP pairing live improvisations by Musica Elettronica Viva and AMM.,content/library/work/live-electronic-music-improvised/index.md
lullaby-for-the-hearts-of-space,Lullaby for the Hearts of Space,work,album,change,high,sound|instruments|space,sound|instruments,,space,,"Space appears to derive from an ambient title, venue name, or stylistic association rather than from spatial organization, an environment, geometry, distribution, or spatialization in the entry.",Kevin Braheny's 1980 album of live improvisations on his own 'Mighty Serge' modular synthesizer.,content/library/work/lullaby-for-the-hearts-of-space/index.md
magic-thread-skintone-edition,Magic Thread,work,album,change,medium,sound|perception,sound,,perception,,"The record presents an album or performance without making sensation, listening, cognition, observation, or perceptual organization a substantial subject.","Susumu Yokota's 1998 debut album, originally a limited edition of 500 CDs.",content/library/work/magic-thread-skintone-edition/index.md
magnesia-nova,Magnesia Nova,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Merzbow's 1995 album, its track titles drawn from the writings of Athanasius Kircher.",content/library/work/magnesia-nova/index.md
makesnd-cassette,Makesnd Cassette,work,album,change,medium,sound|computation|tuning,time|form|computation|sound,time|form,tuning,,"The record concerns electronic sound, sustained tones, or test-tone-like material, but it does not describe a pitch system, temperament, intonation practice, scale, or ratio structure.","SND's 1999 debut album, released on Mille Plateaux.",content/library/work/makesnd-cassette/index.md
meditation-stalker,Meditation,work,composition,change,high,sound|time,time|sound|instruments,instruments,,,"Adds Instruments because the record explicitly concerns instrument design, interfaces, controllers, apparatus, or instrumentality.","Eduard Artemyev's recurring theme for Tarkovsky's Stalker (1979), a slow synthesizer drone built on the ANS-derived electronic language of his Tarkovsky scores.",content/library/work/meditation-stalker/index.md
meta-hodos,Meta-Hodos and META Meta-Hodos,work,book,retain,high,perception|form|sound,perception|form|sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Tenney's application of Gestalt perception to musical form — a foundational text for thinking about how listeners organise sound into structure.,content/library/work/meta-hodos/index.md
mirage-klaus-schulze,Mirage,work,album,change,medium,sound|time,sound|instruments,instruments,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.","Klaus Schulze's 1977 album, a darker, choir-and-synthesizer-textured entry in his run of Berlin School records.",content/library/work/mirage-klaus-schulze/index.md
monobirds,Monobirds,work,album,change,high,sound|instruments|feedback,sound|instruments,,feedback,,"The record does not establish an explicit recursive output-to-input loop. Feedback is removed rather than inferred from cybernetic association, electronic practice, noise, circuitry, or one-way signal translation.","David Tudor's previously unreleased recordings, made in India in 1969 and reworked at a New York club a decade later.",content/library/work/monobirds/index.md
mu-first-part,"Mu, First Part",work,album,change,medium,sound|time,sound,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.","Duo recording by Don Cherry and Ed Blackwell, recorded in Paris and released on BYG Records in 1969.",content/library/work/mu-first-part/index.md
mu-second-part,"Mu, Second Part",work,album,change,medium,sound|time,sound,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.","Continuation of the Cherry/Blackwell Mu sessions, recorded in Paris and released on BYG Records in 1970.",content/library/work/mu-second-part/index.md
music-and-trance,Music and Trance: A Theory of the Relations Between Music and Possession,work,book,retain,high,sound|perception,sound|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Gilbert Rouget's cross-cultural study of how music relates to trance and possession.,content/library/work/music-and-trance/index.md
music-for-nine-post-cards,Music for Nine Post Cards,work,album,retain,high,sound|space|perception,sound|space|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Hiroshi Yoshimura's 1982 debut album, home-recorded, that helped define kankyo ongaku (environmental music).",content/library/work/music-for-nine-post-cards/index.md
music-for-solo-performer,Music for Solo Performer,work,composition,change,high,sound|feedback|perception,perception|sound,,feedback,Signal,"The work translates biological signals into sound or light, but the record does not establish a recursive output-to-input loop. Perception and Sound are supported; Feedback is not.","Alvin Lucier's 1965 piece for amplified brainwaves and percussion, the first musical work generated directly from EEG signals.",content/library/work/music-for-solo-performer/index.md
mycenes-alpha,Mycènes Alpha,work,composition,change,medium,number|sound,form|computation|sound|language,form|computation|language,number,,"The numerical association is incidental or inherited; the record does not substantially concern quantity, ratio, measurement, mathematics, or numerical representation.","Xenakis's 1978 work, the first piece ever composed on the UPIC system.",content/library/work/mycenes-alpha/index.md
neu-1972,Neu!,work,album,retain,high,sound|time,sound|time,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Neu!'s 1972 self-titled debut, recorded with Conny Plank and the record that introduced the 'motorik' beat.",content/library/work/neu-1972/index.md
neural-network-plus,Neural Network Plus,work,composition,retain,high,feedback|instruments|sound,feedback|instruments|sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",David Tudor's late live-electronic work built from feedback networks.,content/library/work/neural-network-plus/index.md
neurotten,Neurotten,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Pain Jerk's 1996 album, a cult classic of relentless, live, no-overdub harsh noise.",content/library/work/neurotten/index.md
nommo,Nommo,work,album,change,medium,sound|time,sound,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.",Milford Graves and Don Pullen's self-released 1967 duo recording.,content/library/work/nommo/index.md
non-serviam,Non Serviam,work,story,change,high,computation|language,computation|perception|language,perception,,,"Adds Perception because the record explicitly concerns sensation, listening, cognition, observation, or interpretation.","Lem's fictional account of 'personoids' — conscious beings created inside a computer, who reason their way to theology.",content/library/work/non-serviam/index.md
nova-steve-reid,Nova,work,album,change,medium,sound|time,sound,,time,,"The record gives a live/recording context or ordinary musical chronology but does not make duration, rhythm, sequence, recurrence, or temporal structure a substantial concern.","Steve Reid's 1976 debut LP with The Legendary Master Brotherhood, launching his Mustevic Sound label.",content/library/work/nova-steve-reid/index.md
on-computable-numbers,"On Computable Numbers, with an Application to the Entscheidungsproblem",work,paper,retain,high,computation|number,computation|number,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Turing's 1936 paper defining the Turing machine and the limits of mechanical computation.,content/library/work/on-computable-numbers/index.md
on-growth-and-form,On Growth and Form,work,book,retain,high,morphogenesis|form|number,morphogenesis|form|number,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",D'Arcy Thompson's classic on the mathematics and physics of biological form.,content/library/work/on-growth-and-form/index.md
on-the-other-ocean,On the Other Ocean,work,album,retain,high,sound|computation|feedback,sound|computation|feedback,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","David Behrman's 1978 debut album, a pioneering work of computer music pairing a KIM-1 microcomputer with live players.",content/library/work/on-the-other-ocean/index.md
on-the-sensations-of-tone,On the Sensations of Tone as a Physiological Basis for the Theory of Music,work,book,retain,high,sound|perception|tuning,sound|perception|tuning,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Helmholtz's foundational treatise on acoustics, timbre, and the perception of tone.",content/library/work/on-the-sensations-of-tone/index.md
orient-occident,Orient-Occident,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/orient-occident/index.md
outland,Outland,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.",Bill Laswell and Pete Namlook's 2023 album on Cold Spring.,content/library/work/outland/index.md
outside-the-dream-syndicate,Outside the Dream Syndicate,work,album,change,medium,sound|time|tuning,time|sound,,tuning,,"The record concerns electronic sound, sustained tones, or test-tone-like material, but it does not describe a pitch system, temperament, intonation practice, scale, or ratio structure.",Tony Conrad and Faust's 1973 landmark of sustained-tone drone minimalism.,content/library/work/outside-the-dream-syndicate/index.md
ovalcommers,Ovalcommers,work,album,retain,high,sound,sound,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Oval's 2001 album, marking a shift from CD-skip glitch toward more constructed digital composition.",content/library/work/ovalcommers/index.md
pepsi-pavilion,Pepsi Pavilion,work,installation,retain,high,sound|space|perception,sound|space|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Artist-designed and -programmed environment for Expo '70, created by Experiments in Art and Technology (E.A.T.).",content/library/work/pepsi-pavilion/index.md
persepolis,Persepolis,work,composition,change,medium,number|sound,sound,,number,,"The entry only identifies an electroacoustic work by Xenakis. Number appears inherited from the creator rather than supported by the work record, so the proposal retains Sound only.",Electroacoustic work by Iannis Xenakis.,content/library/work/persepolis/index.md
persian-surgery-dervishes,Persian Surgery Dervishes,work,album,retain,high,sound|time|tuning,sound|time|tuning,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Terry Riley's 1972 double LP of two long electric-organ improvisations, drawing on his study of Hindustani classical music.",content/library/work/persian-surgery-dervishes/index.md
petite-symphonie-intuitive,Petite Symphonie Intuitive pour un Paysage de Printemps,work,composition,retain,high,sound|time|perception,sound|time|perception,,,,"No change. The current Subjects match the concerns explicitly stated in the title, summary, body, and entry type without relying on incidental association.","Luc Ferrari's 1973-74 piece treating a spring landscape's field recordings as intuitive, near-unedited symphony.",content/library/work/petite-symphonie-intuitive/index.md
